"Station_Number","Water_Object","River_Basin","Station_Location","Date","Sampling_Time","Dissolved_Oxygen","BOD5","COD","NH4","NO2","NO3","PO4","Zn","Cu","Cr","As","Cd","Pb","Ni","Mo","Mn","V","Co","Fe","Ca","Mg","Ba","Be","K","Na","B","Al","Se","Sb","Sn","Total_Inorganic_N","P","Cl","SO4","Si","TDS","EC_microS_cm","Hardness","Suspended_Solids","DateTime"
"1","Pambak","Debed river basin","0.5 կմ գյ. Խնկոյանից վերև",2022-04-11,"10:30",12.552,2.1,20.8333333333333,0.0802702323145768,0.0070595,0.350922043010753,0.02092965,0.003799575,0.00326075,0.00244091666666667,0.000745091666666667,1e-04,0.000248025,0.002538375,0.000328083333333333,0.0133861666666667,0.00523216666666667,0.00035655,0.7118657,28.3790381,3.5427486,0.009472,8.33333333333333e-05,0.634303083333333,6.3913791,0.0056295,1.57397308333333,0.000332583333333333,0.000157083333333333,0,0.43825177532533,0.036634,2.944,7.75025,4.00060083333333,97.5,150.5,2.54205727166667,3.99999999999956,2022-04-11 10:30:00
"1","Pambak","Debed river basin","0.5 կմ գյ. Խնկոյանից վերև",2022-06-13,"11:30",10.644,0.891666666666666,8.33333333333333,0.187186184899552,0.00816885,0.091489247311828,0.00877695,0.00131641666666667,0.000919833333333333,0.000595166666666667,0.00134666666666667,1e-04,9.83333333333333e-05,0.00189808333333333,0.000449583333333333,0.019481,0.00302541666666667,0.000228333333333333,0.17869375,45.9365928666667,5.05646710833333,0.00788875,8.33333333333333e-05,0.202454741666667,9.49919045833333,0.0129261666666667,0.14684975,0.00109351666666667,0,0,0.28684428221138,0.00513383333333333,2.11883333333333,6.15275,8.504515,192.5,295.583333333333,4.08087276097222,19.7499999999984,2022-06-13 11:30:00
"1","Pambak","Debed river basin","0.5կմ գյ. Խնկոյանից վերև",2022-10-24,"09:30",13.14,2.73333333333333,12.5,0.407013377130344,0.0042357,0.0382177419354839,0.003713325,0.00025325,0.000658416666666667,0.000753583333333333,0.001201,1e-04,1e-04,0.00147183333333333,0.000374833333333333,0.00376725,0.002402,0.000173833333333333,0.412365666666667,54.1506022,6.07924716666667,0,8.33333333333333e-05,0.580039075,12.6922345916667,0.0261138333333333,0.0859698333333333,0,0,0,0.449466819065828,0.00959883333333333,3.07408333333333,10.8005,9.87197291666666,223.333333333333,343,4.81651254166667,6.66666666666593,2022-10-24 09:30:00
"1","Pambak","Debed river basin","0.5կմ գյ. Խնկոյանից վերև",2022-11-16,"10:30",14.016,3.45833333333333,16.6666666666667,0.400018875559364,0.00679056666666667,0.169448924731183,0.014515725,0.000713833333333333,0.00076225,0.000684583333333333,0.00102916666666667,1e-04,1e-04,0.00114641666666667,0.000502583333333333,0.00293483333333333,0.00210425,0.000175,0.437392416666667,56.7366749166667,5.7794916,0,8.33333333333333e-05,0.59385175,13.3557642,0.0298395,0.1182565,0.000207916666666667,0,0,0.576258366957214,0.0133751666666667,2.73158333333333,9.72175,9.7590975,220,338.333333333333,5.01703082305556,9.50000000000154,2022-11-16 10:30:00
"1","Pambak","Debed river basin","0.5 կմ գյ.Խնկոյանից վերև",2023-04-18,"11:00",14.688,1.53472222222222,10.4166666666667,0.0476727013888889,0.00518899305555556,0.129368279569892,0.166443034722222,0.00146416666666667,0.00182645833333333,0.000649583333333333,0.000669861111111111,6.94444444444445e-05,0.000161180555555556,0.001554375,0.000193125,0.00569131944444445,0.00296222222222222,0.000142569444444444,0.2658675,24.26654725,2.56459708333333,0.00694444444444444,6.94444444444445e-05,0.221204916666667,6.36519658333333,0.00638534722222222,0.343101944444444,6.94444444444445e-05,6.94444444444445e-05,0.000694444444444444,0.182229974014337,0.0107446527777778,0.272916666666667,7.01180555555556,9.77247944444444,90.2777777777778,138.888888888889,2.150442125,8.05555555555652,2023-04-18 11:00:00
"1","Pambak","Debed river basin","0.5 կմ գյ.Խնկոյանից վերև",2023-05-17,"09:00",14.8464,4.11111111111111,10.4166666666667,0.0736500416666667,0.00420729166666667,0.037320788530466,0.135536236111111,0.000710416666666667,0.00130013888888889,0.000946180555555556,0.000818333333333333,6.94444444444445e-05,0.000114583333333333,0.00171694444444444,0.00025,0.0160008333333333,0.00262965277777778,0.000203263888888889,0.296797666666667,29.11061225,2.82026491666667,0.00694444444444444,6.94444444444445e-05,0.141347986111111,5.96048841666667,0.0230315277777778,0.273666604166667,0.000180416666666667,6.94444444444445e-05,0.000694444444444444,0.115178121863799,0.00694444444444444,0.173611111111111,5.76597222222222,22.0756681944444,109.027777777778,168.333333333333,2.5668976,10.3472222222203,2023-05-17 09:00:00
"1","Pambak","Debed river basin","0.5 կմ գյ.Խնկոյանից վերև",2023-08-14,"10:30",11.8512,0.868055555555556,10.4166666666667,0.328870569444444,0.007573125,0.0343413978494624,0.192245958333333,0.000627013888888889,0.00106952083333333,0.00121397222222222,0.00284284722222222,6.94444444444445e-05,6.94444444444445e-05,0.00227554861111111,0.000336041666666667,0.00882625,0.00273372916666667,0.000290201388888889,0.47040525,44.8309122916667,5.27283818055556,0.00694444444444444,6.94444444444445e-05,0.447466319444444,6.31156759722222,0.0129160833333333,0.0534731944444445,0.000439236111111111,6.94444444444445e-05,0.000694444444444444,0.370785092293907,0.0132555347222222,0.622222222222222,3.69444444444444,4.42326694444444,188.888888888889,290.625,3.99955126666667,34.166666666666,2023-08-14 10:30:00
"1","Pambak","Debed river basin","0.5 կմ գյ.Խնկոյանից վերև",2023-09-26,"10:30",12.5568,1.14583333333333,13.8888888888889,0.797172847222222,0.00569386805555556,0.0338709677419355,0.0170129166666667,0.001179875,0.00122472222222222,0.00131994444444444,0.0016239375,6.94444444444445e-05,0.000113472222222222,0.0019209375,0.000432638888888889,0.016434,0.00281072222222222,0.0002648125,0.5256850625,46.1734958333333,5.42407356944444,0.00812811111111111,6.94444444444445e-05,1.34385502777778,7.66334616666667,0.0142820416666667,0.253401388888889,0.0001663125,6.94444444444445e-05,0.000694444444444444,0.836737683019713,0.0330051388888889,2.27152777777778,4.31944444444444,9.23755819444444,200,309.166666666667,4.11899499791667,6.80555555555697,2023-09-26 10:30:00
"1","Pambak","Debed river basin","0.5 կմ գյ.Խնկոյանից վերև",2023-10-18,"10:00",13.8096,1.36111111111111,6.94444444444445,0.133548513888889,0.00532923611111111,0.0769937275985663,0.0110583958333333,0.000959166666666667,0.000853055555555555,0.00118902777777778,0.00116125,6.94444444444445e-05,6.94444444444445e-05,0.00176555555555556,0.000336388888888889,0.01406125,0.00213513888888889,0.000224166666666667,0.579851388888889,54.7876808194444,5.95235579166667,0.00813145833333333,6.94444444444445e-05,0.636772694444445,12.6382190277778,0.0289281944444444,0.143711944444444,0.001226875,6.94444444444445e-05,0.000694444444444444,0.215871477598566,0.0623227083333333,1.07083333333333,5.01388888888889,5.75900597222222,200.694444444444,308.402777777778,4.86325785787037,19.3055555555574,2023-10-18 10:00:00
"1","Pambak","Debed river basin","0.5 կմ գյ.Խնկոյանից վերև",2024-03-11,"09:30",14.808,2.89166666666667,4.16666666666666,0.3647931,0.00395871666666667,0.185161290322581,0.00860541666666667,0.000447166666666667,0.000913083333333333,0.000967916666666667,0.000828666666666667,8.33333333333333e-05,8.33333333333333e-05,0.00102016666666667,0.000322333333333333,0.0345105,0.00205708333333333,0.000199666666666667,0.219617333333333,49.7259740833333,6.31288491666667,0.00882708333333333,8.33333333333333e-05,0.323047416666667,13.40178125,0.0150185,0.0836850833333333,0.00062625,0,0,0.553913106989247,0.040914,2.2425,7.385,5.5165,228.333333333333,350.833333333333,4.45947541944444,0,2024-03-11 09:30:00
